360504,Efflorescent Illumination,RARE,ITEM_FURNITURE,Homeworld_Interior_Xm_Lamp_Light_Chandelier_01_Lod0
393302,Fir Weapon Rack,UNCOMMON,ITEM_MATERIAL,ItemIcon_Home_Common
24665,Moment of Cessation,LEGENDARY,ITEM_RELIQUARY,RelicIcon_15018_5
393311,Countryside Tea Stand,RARE,ITEM_MATERIAL,ItemIcon_Home_Common
393309,Stone Lion Statue: The Warding,EPIC,ITEM_MATERIAL,ItemIcon_Home_Common
393307,Old Well,UNCOMMON,ITEM_MATERIAL,ItemIcon_Home_Common
393304,Simple Cargo Cart,UNCOMMON,ITEM_MATERIAL,ItemIcon_Home_Common
24673,Royal Masque,LEGENDARY,ITEM_RELIQUARY,RelicIcon_15007_3
393319,Camp Bonfire: Glorious Clarity,UNCOMMON,ITEM_MATERIAL,ItemIcon_Home_Common
393316,Narukami's Banner,RARE,ITEM_MATERIAL,ItemIcon_Home_Common
101,Character EXP,RARE,ITEM_VIRTUAL,ItemIcon_101
102,Adventure EXP,RARE,ITEM_VIRTUAL,ItemIcon_102
103,Stardust,RARE,ITEM_MATERIAL,ItemIcon_103
104,Starglitter,EPIC,ITEM_MATERIAL,ItemIcon_104
393326,Glowstone Parasol,RARE,ITEM_MATERIAL,ItemIcon_Home_Common
24681,Witch's Heart Flames,LEGENDARY,ITEM_RELIQUARY,RelicIcon_15006_1
105,Companionship EXP,RARE,ITEM_VIRTUAL,ItemIcon_105
106,Original Resin,RARE,ITEM_VIRTUAL,ItemIcon_210
107,Story Key,EPIC,ITEM_VIRTUAL,ItemIcon_107
98412,Chalice of the Font,EPIC,ITEM_RELIQUARY,RelicIcon_15024_1
393323,Maple Wood Tanuki,RARE,ITEM_MATERIAL,ItemIcon_Home_Common
109,Fading Star's Might,RARE,ITEM_VIRTUAL,ItemIcon_109
110,Fading Star's Essence,EPIC,ITEM_VIRTUAL,ItemIcon_110
111,Glimmering Essence,RARE,ITEM_VIRTUAL,ItemIcon_111
393321,Sky Kitsune Statue: Hakushin's Legacy,RARE,ITEM_MATERIAL,ItemIcon_Home_Common
112,Warm Essence,RARE,ITEM_VIRTUAL,ItemIcon_112
113,Miraculous Essence,EPIC,ITEM_VIRTUAL,ItemIcon_113
393332,"Henji" Aralia Noticeboard,UNCOMMON,ITEM_MATERIAL,ItemIcon_Home_Common
114,Iron Coin,RARE,ITEM_VIRTUAL,ItemIcon_114
115,Peace Talisman,RARE,ITEM_VIRTUAL,ItemIcon_200005
117,Veneficus Sigil,RARE,ITEM_VIRTUAL,ItemIcon_117
118,Festive Tour Ticket,RARE,ITEM_VIRTUAL,ItemIcon_118
393328,Village Well: Underground Spring,RARE,ITEM_MATERIAL,ItemIcon_Home_Common
98422,Jade Leaf,EPIC,ITEM_RELIQUARY,RelicIcon_15024_2
119,Peculiar Collab Coupon,RARE,ITEM_VIRTUAL,ItemIcon_119
120,Heart of the Spring,RARE,ITEM_VIRTUAL,ItemIcon_120
393343,Tanuki Hugs Photo Board,EPIC,ITEM_MATERIAL,ItemIcon_Home_Common
121,Trust,RARE,ITEM_VIRTUAL,ItemIcon_121
122,Fractured Fruit Data,RARE,ITEM_VIRTUAL,ItemIcon_122
123,Windtrace Coins,RARE,ITEM_VIRTUAL,ItemIcon_123
124,Shiny Flotsam,EPIC,ITEM_VIRTUAL,ItemIcon_124
125,Mini "Harpastum",EPIC,ITEM_VIRTUAL,ItemIcon_125
393339,Gold-Inscribed Evil-Cleansing Banner,EPIC,ITEM_MATERIAL,ItemIcon_Home_Common
126,Enigma Gear,EPIC,ITEM_VIRTUAL,ItemIcon_126
393337,Rainbow Lights: Lovely Night View,RARE,ITEM_MATERIAL,ItemIcon_Home_Common
127,Thunder Pellet,EPIC,ITEM_VIRTUAL,ItemIcon_127
393350,Dodoco's Travel Bag,EPIC,ITEM_MATERIAL,ItemIcon_Home_Common
128,Thunder Crystal,EPIC,ITEM_VIRTUAL,ItemIcon_128
393351,Dodoco's Dodo Stove,EPIC,ITEM_MATERIAL,ItemIcon_Home_Common
129,Mechanicus Mastery EXP,RARE,ITEM_VIRTUAL,ItemIcon_117
130,Wondrous Talisman,EPIC,ITEM_VIRTUAL,ItemIcon_200005
131,Moonchase Festival Festive Fever,RARE,ITEM_VIRTUAL,ItemIcon_131
336006,Paimon,EPIC,ITEM_MATERIAL,Gcg_CardFace_Assist_NPC_Paimon_Golden
